Title,Tag,Title_and_tag,Link,Category,Author,Image
"Relaxing Flowers: Coloring Book For Adults With Flower Patterns, Bouquets, Wreaths, Swirls, Decorations.","nice, actual, cheap, little,","Relaxing Flowers: Coloring Book For Adults With Flower Patterns, Bouquets, Wreaths, Swirls, Decorations. nice, actual, cheap, little,",https://www.amazon.com/Relaxing-Flowers-Coloring-Patterns-Decorations/dp/B08NS7PGY1/ref=sr_1_22?qid=1639357108&s=books&sr=1-22,Science & Math,"Coloring Book Kim, ",https://m.media-amazon.com/images/I/710RwU35qWL._AC_UY218_.jpg
"What It's Like to Be a Bird: From Flying to Nesting, Eating to Singing--What Birds Are Doing, and Why (Sibley Guides)","pretty, vague, single, unwanted, fantastic, red, black, interesting, little, cognitive,","What It's Like to Be a Bird: From Flying to Nesting, Eating to Singing--What Birds Are Doing, and Why (Sibley Guides) pretty, vague, single, unwanted, fantastic, red, black, interesting, little, cognitive,",https://www.amazon.com/What-Its-Like-Bird-Singing-What/dp/0307957896/ref=sr_1_23?qid=1639357108&s=books&sr=1-23,Science & Math,"David Allen Sibley, ",https://m.media-amazon.com/images/I/81+8+W-0r7L._AC_UY218_.jpg
Baby University Board Book Set: A Science for Toddlers Board Book Set (Science Gifts for Kids) (Baby University Board Book Sets),"well, great, hard, interested, smart, complex, basic, colorful, goodnight, newtonian,","Baby University Board Book Set: A Science for Toddlers Board Book Set (Science Gifts for Kids) (Baby University Board Book Sets) well, great, hard, interested, smart, complex, basic, colorful, goodnight, newtonian,",https://www.amazon.com/Baby-University-Four-Book-Chris-Ferrie/dp/149267043X/ref=sr_1_24?qid=1639357108&s=books&sr=1-24,Science & Math,"Chris Ferrie, ",https://m.media-amazon.com/images/I/81ToF78jVVL._AC_UY218_.jpg
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"interesting, smart, sound, informative, short, enjoyable, stupid, interested, scientific, nice,","What If?: Serious Scientific Answers to Absurd Hypothetical Questions interesting, smart, sound, informative, short, enjoyable, stupid, interested, scientific, nice,",https://www.amazon.com/What-If-Scientific-Hypothetical-Questions/dp/0544272994/ref=sr_1_25?qid=1639357108&s=books&sr=1-25,Science & Math,"Randall Munroe, ",https://m.media-amazon.com/images/I/71Npl4I-gOL._AC_UY218_.jpg
Awesome Kitchen Science Experiments for Kids: 50 STEAM Projects You Can Eat! (Awesome STEAM Activities for Kids),"young, disappointing, boring, old, good, edible, intensive, complex, necessary, complimentary,","Awesome Kitchen Science Experiments for Kids: 50 STEAM Projects You Can Eat! (Awesome STEAM Activities for Kids) young, disappointing, boring, old, good, edible, intensive, complex, necessary, complimentary,",https://www.amazon.com/Awesome-Kitchen-Science-Experiments-Kids/dp/1641526211/ref=sr_1_26?qid=1639357108&s=books&sr=1-26,Science & Math,"Megan Olivia Hall, ",https://m.media-amazon.com/images/I/91YaoBC5UxL._AC_UY218_.jpg
Would You Rather? Made You Think! Edition: Answer Hilarious Questions and Win the Game of Wits (A Laugh and Think Book),"conversational, good, strange, interesting, elicit, intergenerational, gross, hard, pre, select,","Would You Rather? Made You Think! Edition: Answer Hilarious Questions and Win the Game of Wits (A Laugh and Think Book) conversational, good, strange, interesting, elicit, intergenerational, gross, hard, pre, select,",https://www.amazon.com/Would-You-Rather-Made-Think/dp/0593196791/ref=sr_1_27?qid=1639357108&s=books&sr=1-27,Science & Math,"Lindsey Daly, ",https://m.media-amazon.com/images/I/81oBLbJooTL._AC_UY218_.jpg
"Thinking, Fast and Slow","audio, common, little, angry, hard, tedious, interactive, non, dark, wrong,","Thinking, Fast and Slow audio, common, little, angry, hard, tedious, interactive, non, dark, wrong,",https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=sr_1_29?qid=1639357108&s=books&sr=1-29,Science & Math,"Daniel Kahneman, ",https://m.media-amazon.com/images/I/61fdrEuPJwL._AC_UY218_.jpg
"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal","good, fine, lethal, long, large, clinical, detailed, successful, multi, dangerous,","The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal good, fine, lethal, long, large, clinical, detailed, successful, multi, dangerous,",https://www.amazon.com/Truth-About-COVID-19-Lockdowns-Passports/dp/1645020886/ref=sr_1_30?qid=1639357108&s=books&sr=1-30,Science & Math,"Doctor Joseph Mercola, Ronnie Cummins, ",https://m.media-amazon.com/images/I/61UgmTGY6SL._AC_UY218_.jpg
Paint by Sticker: Dogs: Create 12 Stunning Images One Sticker at a Time!,"bent, old, torn, stiff, rigid, average, okay, worth, cool, complicated,","Paint by Sticker: Dogs: Create 12 Stunning Images One Sticker at a Time! bent, old, torn, stiff, rigid, average, okay, worth, cool, complicated,",https://www.amazon.com/Paint-Sticker-Dogs-Workman-Publishing/dp/1523509651/ref=sr_1_31?qid=1639357108&s=books&sr=1-31,Science & Math,"Workman Publishing, ",https://m.media-amazon.com/images/I/811qGcQLC9L._AC_UY218_.jpg
Adult Coloring Book : 60 Stress Relieving Animals Designs: A Lot of Relaxing and Beautiful Scenes for Adults or Kids,"inconsistent, thick, good, certain, white, toothy, handed, comfortable, beautiful, disappointed,","Adult Coloring Book : 60 Stress Relieving Animals Designs: A Lot of Relaxing and Beautiful Scenes for Adults or Kids inconsistent, thick, good, certain, white, toothy, handed, comfortable, beautiful, disappointed,",https://www.amazon.com/Adult-Coloring-Book-Relieving-Beautiful/dp/B08LR8QRGG/ref=sr_1_32?qid=1639357108&s=books&sr=1-32,Science & Math,"Olympia Soares, ",https://m.media-amazon.com/images/I/71K3tyPzOeL._AC_UY218_.jpg
Princess Naomi Helps a Unicorn: A Dance-It-Out Creative Movement Story for Young Movers (Dance-It-Out! Creative Movement Stories for Young Movers),"fun, tiny, great, grand,","Princess Naomi Helps a Unicorn: A Dance-It-Out Creative Movement Story for Young Movers (Dance-It-Out! Creative Movement Stories for Young Movers) fun, tiny, great, grand,",https://www.amazon.com/Princess-Naomi-Helps-Unicorn-Dance/dp/173658992X/ref=sr_1_17?qid=1639357216&s=books&sr=1-17,"Health, Fitness & Dieting","Once Upon a Dance, ",https://m.media-amazon.com/images/I/61aAto9fl6L._AC_UY218_.jpg
The Book of Hope: A Survival Guide for Trying Times (Global Icons Series),"scientific, objective, great, previous, repetitive, boring, excited, hot, crazy, political,","The Book of Hope: A Survival Guide for Trying Times (Global Icons Series) scientific, objective, great, previous, repetitive, boring, excited, hot, crazy, political,",https://www.amazon.com/Book-Hope-Survival-Trying-Global/dp/1250784093/ref=sr_1_18?qid=1639357216&s=books&sr=1-18,"Health, Fitness & Dieting","Jane Goodall, ",https://m.media-amazon.com/images/I/81yPC1ukIaL._AC_UY218_.jpg
The Crystal Bible (The Crystal Bible Series),"definitive, unorganized, big, specific, basic, scientific, real, historical, dear, thie,","The Crystal Bible (The Crystal Bible Series) definitive, unorganized, big, specific, basic, scientific, real, historical, dear, thie,",https://www.amazon.com/Crystal-Bible-Judy-Hall/dp/1582972400/ref=sr_1_19?qid=1639357216&s=books&sr=1-19,"Health, Fitness & Dieting","Judy Hall, ",https://m.media-amazon.com/images/I/71xnybWKFgL._AC_UY218_.jpg
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,"small, random, greasy, thankful, upsetting, annoying, inspirational, shaped, blank, good,","Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal small, random, greasy, thankful, upsetting, annoying, inspirational, shaped, blank, good,",https://www.amazon.com/Good-Days-Start-Gratitude-Cultivate/dp/1976436184/ref=sr_1_20?qid=1639357216&s=books&sr=1-20,"Health, Fitness & Dieting","Pretty Simple Press, ",https://m.media-amazon.com/images/I/51VkB7O0v4L._AC_UY218_.jpg
Knee Ability Zero,"expensive, wrong, nice, easy, rentable, great,","Knee Ability Zero expensive, wrong, nice, easy, rentable, great,",https://www.amazon.com/Knee-Ability-Zero-Ben-Patrick/dp/B09KNGDYGL/ref=sr_1_21?qid=1639357216&s=books&sr=1-21,"Health, Fitness & Dieting","Ben Patrick, ",https://m.media-amazon.com/images/I/616KRdrlvNL._AC_UY218_.jpg
Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,"personal, different, direct, new, marxist, western, useless, decent, previous, applicable,","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. personal, different, direct, new, marxist, western, useless, decent, previous, applicable,",https://www.amazon.com/Dare-Lead-Brave-Conversations-Hearts/dp/0399592520/ref=sr_1_22?qid=1639357216&s=books&sr=1-22,"Health, Fitness & Dieting","Brené Brown, ",https://m.media-amazon.com/images/I/71Yz0igLjoL._AC_UY218_.jpg
Man's Search for Meaning,"horrible, well, bigoted, unimaginable, repetitive, sad, happy, weak, strong, pessimistic,","Man's Search for Meaning horrible, well, bigoted, unimaginable, repetitive, sad, happy, weak, strong, pessimistic,",https://www.amazon.com/Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=sr_1_23?qid=1639357216&s=books&sr=1-23,"Health, Fitness & Dieting","Viktor E. Frankl, ",https://m.media-amazon.com/images/I/81QtGH9r1lL._AC_UY218_.jpg
Beyond Order: 12 More Rules for Life,"young, literary, brilliant, national, bad, gay, legal, healthy, erudite, grateful,","Beyond Order: 12 More Rules for Life young, literary, brilliant, national, bad, gay, legal, healthy, erudite, grateful,",https://www.amazon.com/Beyond-Order-More-Rules-Life/dp/0593084640/ref=sr_1_24?qid=1639357216&s=books&sr=1-24,"Health, Fitness & Dieting","Jordan B. Peterson, ",https://m.media-amazon.com/images/I/91pzijVfAML._AC_UY218_.jpg
Badass Affirmations: The Wit and Wisdom of Wild Women (Gift idea for women),"powerful, famous, small, sure, short, simplistic, strong, average, appropriate, interested,","Badass Affirmations: The Wit and Wisdom of Wild Women (Gift idea for women) powerful, famous, small, sure, short, simplistic, strong, average, appropriate, interested,",https://www.amazon.com/Badass-Affirmations-Wisdom-Wild-Women/dp/1633537528/ref=sr_1_25?qid=1639357216&s=books&sr=1-25,"Health, Fitness & Dieting","Becca Anderson, ",https://m.media-amazon.com/images/I/61bIx1-VWRL._AC_UY218_.jpg
The Untethered Soul: The Journey Beyond Yourself,"wrong, open, applicable, mild, shallow, different, close, happy, disorganized, fundamental,","The Untethered Soul: The Journey Beyond Yourself wrong, open, applicable, mild, shallow, different, close, happy, disorganized, fundamental,",https://www.amazon.com/Untethered-Soul-Journey-Beyond-Yourself/dp/1572245379/ref=sr_1_26?qid=1639357216&s=books&sr=1-26,"Health, Fitness & Dieting","Michael A. Singer, ",https://m.media-amazon.com/images/I/71-379ETO1L._AC_UY218_.jpg
Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love,"familiar, hopeful, intimate, non, unconscious, safe, abusive, important, anxious, problematic,","Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love familiar, hopeful, intimate, non, unconscious, safe, abusive, important, anxious, problematic,",https://www.amazon.com/Attached-Science-Adult-Attachment-YouFind/dp/1585429139/ref=sr_1_27?qid=1639357216&s=books&sr=1-27,"Health, Fitness & Dieting","Amir Levine, ",https://m.media-amazon.com/images/I/71xNjwfeuyL._AC_UY218_.jpg
Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,"new, spiritual, specific, useful, different, free, good, educational, insightful, wrong,","Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras new, spiritual, specific, useful, different, free, good, educational, insightful, wrong,",https://www.amazon.com/Chakra-Healing-Beginners-Self-Healing-Techniques/dp/1623158281/ref=sr_1_28?qid=1639357216&s=books&sr=1-28,"Health, Fitness & Dieting","Margarita Alcantara, ",https://m.media-amazon.com/images/I/71T6DpapwWL._AC_UY218_.jpg
Grandmother's Journal: Memories and Keepsakes for My Grandchild,"well, confusing, sure, new, worth, inconsistent, weird, certain, consistent, original,","Grandmother's Journal: Memories and Keepsakes for My Grandchild well, confusing, sure, new, worth, inconsistent, weird, certain, consistent, original,",https://www.amazon.com/Grandmothers-Journal-Memories-Keepsakes-Grandchild/dp/1681881780/ref=sr_1_29?qid=1639357216&s=books&sr=1-29,"Health, Fitness & Dieting","Blue Streak, ",https://m.media-amazon.com/images/I/81dcf9nmUrL._AC_UY218_.jpg
The One-Minute Gratitude Journal,"disappointed, regular, spiral, favorite, thin, small, helpful, good, terrible, steep,","The One-Minute Gratitude Journal disappointed, regular, spiral, favorite, thin, small, helpful, good, terrible, steep,",https://www.amazon.com/One-Minute-Gratitude-Journal-Brenda-Nathan/dp/1523242701/ref=sr_1_30?qid=1639357216&s=books&sr=1-30,"Health, Fitness & Dieting","Brenda Nathan, ",https://m.media-amazon.com/images/I/716wxEjNs-L._AC_UY218_.jpg
"Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (Mental and Emotional Abundance)","terrible, open, new, common, disappointed, basic, effective, entire, painful, disappointing,","Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (Mental and Emotional Abundance) terrible, open, new, common, disappointed, basic, effective, entire, painful, disappointing,",https://www.amazon.com/Stop-Overthinking-Techniques-Declutter-Emotional/dp/B08XLLF3PG/ref=sr_1_32?qid=1639357216&s=books&sr=1-32,"Health, Fitness & Dieting","Nick Trenton, ",https://m.media-amazon.com/images/I/71sk+qmIRqL._AC_UY218_.jpg
"A Little SPOT of Emotion 8 Book Box Set (Books 1-8: Anger, Anxiety, Peaceful, Happiness, Sadness, Confidence, Love, & Scribble Emotion)","old, proud, little, bored, confident, overall, great, helpful, white, willing,","A Little SPOT of Emotion 8 Book Box Set (Books 1-8: Anger, Anxiety, Peaceful, Happiness, Sadness, Confidence, Love, & Scribble Emotion) old, proud, little, bored, confident, overall, great, helpful, white, willing,",https://www.amazon.com/Little-SPOT-Emotion-Box-Books/dp/1951287134/ref=sr_1_17?qid=1639357337&s=books&sr=1-17,Education & Teaching,"Diane Alber, ",https://m.media-amazon.com/images/I/81Au8TxYNzL._AC_UY218_.jpg
"Princeton Review SAT Premium Prep, 2022: 9 Practice Tests + Review & Techniques + Online Tools (2021) (College Test Preparation)","actual, official, basic, tear, extra, nice, downloadable, well, good,","Princeton Review SAT Premium Prep, 2022: 9 Practice Tests + Review & Techniques + Online Tools (2021) (College Test Preparation) actual, official, basic, tear, extra, nice, downloadable, well, good,",https://www.amazon.com/Princeton-Review-Premium-Prep-2022/dp/0525570446/ref=sr_1_18?qid=1639357337&s=books&sr=1-18,Education & Teaching,"The Princeton Review, ",https://m.media-amazon.com/images/I/91LoPsA9ddL._AC_UY218_.jpg
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"successful, fake, sound, small, major, useless, low, financial, personal, actual,","The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness successful, fake, sound, small, major, useless, low, financial, personal, actual,",https://www.amazon.com/Total-Money-Makeover-Classic-Financial/dp/1595555277/ref=sr_1_19?qid=1639357337&s=books&sr=1-19,Education & Teaching,"Dave Ramsey, ",https://m.media-amazon.com/images/I/51+L4aSe+gL._AC_UY218_.jpg
"Simple & Big Coloring Book for Toddler: 100 Easy And Fun Coloring Pages For Kids, Preschool and Kindergarten (For Kids Ages 1-4)","large, single, thick, perfect, old, easy, good, little, low,","Simple & Big Coloring Book for Toddler: 100 Easy And Fun Coloring Pages For Kids, Preschool and Kindergarten (For Kids Ages 1-4) large, single, thick, perfect, old, easy, good, little, low,",https://www.amazon.com/Simple-Big-Coloring-Book-Toddler/dp/B0915M5XXT/ref=sr_1_20?qid=1639357337&s=books&sr=1-20,Education & Teaching,"Coloring Book Kim, ",https://m.media-amazon.com/images/I/71cN4SN+IcL._AC_UY218_.jpg
"123 things BIG & JUMBO Coloring Book: 123 Coloring Pages!!, Easy, LARGE, GIANT Simple Picture Coloring Books for Toddlers, Kids Ages 2-4, Early Learning, Preschool and Kindergarten","great, suggestive, open, loose, magic, dull, simple, thick, second, well,","123 things BIG & JUMBO Coloring Book: 123 Coloring Pages!!, Easy, LARGE, GIANT Simple Picture Coloring Books for Toddlers, Kids Ages 2-4, Early Learning, Preschool and Kindergarten great, suggestive, open, loose, magic, dull, simple, thick, second, well,",https://www.amazon.com/123-things-JUMBO-Coloring-Book/dp/1077588593/ref=sr_1_21?qid=1639357337&s=books&sr=1-21,Education & Teaching,"Salmon Sally, ",https://m.media-amazon.com/images/I/71LEMt0p5uL._AC_UY218_.jpg
Cursive Handwriting Workbook For Kids: Cursive for beginners workbook. Cursive letter tracing book. Cursive writing practice book to learn writing in cursive (Beginning Cursive Handwriting Workbooks),"classic, second, great, low, different, cursive, accurate, double, catholic, worried,","Cursive Handwriting Workbook For Kids: Cursive for beginners workbook. Cursive letter tracing book. Cursive writing practice book to learn writing in cursive (Beginning Cursive Handwriting Workbooks) classic, second, great, low, different, cursive, accurate, double, catholic, worried,",https://www.amazon.com/Cursive-Handwriting-Workbook-Kids-handwriting/dp/1076038522/ref=sr_1_22?qid=1639357337&s=books&sr=1-22,Education & Teaching,"Sujatha Lalgudi, ",https://m.media-amazon.com/images/I/61tdGRw4hLS._AC_UY218_.jpg
MCAT Complete 7-Book Subject Review 2022–2023: Books + Online + 3 Practice Tests (Kaplan Test Prep),"beautiful, terrible, insane, incorrect, confused, disappointing, heavy, expensive, lalique, key,","MCAT Complete 7-Book Subject Review 2022–2023: Books + Online + 3 Practice Tests (Kaplan Test Prep) beautiful, terrible, insane, incorrect, confused, disappointing, heavy, expensive, lalique, key,",https://www.amazon.com/Complete-7-Book-Subject-Review-2022%C3%A2%E2%82%AC/dp/150627742X/ref=sr_1_23?qid=1639357337&s=books&sr=1-23,Education & Teaching,"Kaplan Test Prep, ",https://m.media-amazon.com/images/I/71OjzR1C+EL._AC_UY218_.jpg
Teach Your Child to Read in 100 Easy Lessons,"verbal, mean, funny, weird, odd, good, silent, worth, active, complicated,","Teach Your Child to Read in 100 Easy Lessons verbal, mean, funny, weird, odd, good, silent, worth, active, complicated,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_24?qid=1639357337&s=books&sr=1-24,Education & Teaching,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"old, elementary, able, appropriate, interesting, independent, disappointing, long, amazing, awesome,","First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers old, elementary, able, appropriate, interesting, independent, disappointing, long, amazing, awesome,",https://www.amazon.com/First-Little-Readers-Parent-Pack/dp/0545231515/ref=sr_1_25?qid=1639357337&s=books&sr=1-25,Education & Teaching,"Liza Charlesworth, ",https://m.media-amazon.com/images/I/51cT+N18ZDL._AC_UY218_.jpg
"The Official SAT Study Guide, 2020 Edition","actual, reverse, easy, additional, important, aware, diagnostic, little, worth, useful,","The Official SAT Study Guide, 2020 Edition actual, reverse, easy, additional, important, aware, diagnostic, little, worth, useful,",https://www.amazon.com/Official-SAT-Study-Guide-2020/dp/1457312190/ref=sr_1_26?qid=1639357337&s=books&sr=1-26,Education & Teaching,"The College Board, ",https://m.media-amazon.com/images/I/81LECagik5L._AC_UY218_.jpg
"The 5-Ingredient College Cookbook: Easy, Healthy Recipes for the Next Four Years & Beyond","microwave, simple, nice, plain, particular, additional, good, different, pre, delicious,","The 5-Ingredient College Cookbook: Easy, Healthy Recipes for the Next Four Years & Beyond microwave, simple, nice, plain, particular, additional, good, different, pre, delicious,",https://www.amazon.com/5-Ingredient-College-Cookbook-Healthy-Recipes/dp/1623158575/ref=sr_1_28?qid=1639357337&s=books&sr=1-28,Education & Teaching,"Pamela Ellgen, ",https://m.media-amazon.com/images/I/81lHAO0B9LL._AC_UY218_.jpg
My First Book of Baby Signs: 40 Essential Signs to Learn and Practice,"essential, well, okay, pretty, easy, wrong, cute, topsy, turvy, flimsy,","My First Book of Baby Signs: 40 Essential Signs to Learn and Practice essential, well, okay, pretty, easy, wrong, cute, topsy, turvy, flimsy,",https://www.amazon.com/First-Book-Baby-Signs-Essential/dp/1648766595/ref=sr_1_29?qid=1639357337&s=books&sr=1-29,Education & Teaching,"Lane Rebelo, ",https://m.media-amazon.com/images/I/81m6us1KNaL._AC_UY218_.jpg
"ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition","little, easy, actual, organized, positive, awesome, poor, average, copious, excellent,","ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition little, easy, actual, organized, positive, awesome, poor, average, copious, excellent,",https://www.amazon.com/ATI-TEAS-Secrets-Study-Guide/dp/1516703839/ref=sr_1_30?qid=1639357337&s=books&sr=1-30,Education & Teaching,"TEAS Exam Secrets Test Prep Team, ",https://m.media-amazon.com/images/I/71t5P9ZFAiS._AC_UY218_.jpg
Baby Sign Language Made Easy: 101 Signs to Start Communicating with Your Child Now (Baby Sign Language Guides),"confusing, single, multiple, hard, well, helpful, useful, favorite, actual, dirty,","Baby Sign Language Made Easy: 101 Signs to Start Communicating with Your Child Now (Baby Sign Language Guides) confusing, single, multiple, hard, well, helpful, useful, favorite, actual, dirty,",https://www.amazon.com/Baby-Sign-Language-Made-Easy/dp/1641520779/ref=sr_1_31?qid=1639357337&s=books&sr=1-31,Education & Teaching,"Lane Rebelo, ",https://m.media-amazon.com/images/I/81UBpZdE+FL._AC_UY218_.jpg
Easy Piano Sheet Music for Kids: A Beginners First Book of Easy to Play Classics | 40 Songs (Beginner Piano Books for Children),"plain, frustrating, super, easy, good, handed, wrong, pentagram, actual, right,","Easy Piano Sheet Music for Kids: A Beginners First Book of Easy to Play Classics | 40 Songs (Beginner Piano Books for Children) plain, frustrating, super, easy, good, handed, wrong, pentagram, actual, right,",https://www.amazon.com/Easy-Piano-Sheet-Music-Kids/dp/B08BTX5H2J/ref=sr_1_32?qid=1639357337&s=books&sr=1-32,Education & Teaching,"Alex Franklin, ",https://m.media-amazon.com/images/I/71bZql1bgaL._AC_UY218_.jpg
Chronicles of Narnia Box Set,"unknown, eastern, large, small, ridiculous, new, mysterious, narrative, familiar, wrong,","Chronicles of Narnia Box Set unknown, eastern, large, small, ridiculous, new, mysterious, narrative, familiar, wrong,",https://www.amazon.com/Chronicles-Narnia-Box-Set-Lewis/dp/0061992887/ref=sr_1_17?qid=1639357431&s=books&sr=1-17,Religion & Spirituality,"C. S. Lewis, ",https://m.media-amazon.com/images/I/81-IdKd6SzL._AC_UY218_.jpg
Greenlights,"new, close, big, experienced, shallow, laughable, green, complete, total, shocking,","Greenlights new, close, big, experienced, shallow, laughable, green, complete, total, shocking,",https://www.amazon.com/Greenlights/dp/B08HLW2JXD/ref=sr_1_18?qid=1639357431&s=books&sr=1-18,Religion & Spirituality,"Matthew McConaughey, ",https://m.media-amazon.com/images/I/81PNeyIYVfL._AC_UY218_.jpg
Milk and Honey,"subject, graphic, poetic, excited, disappointed, explicit, appropriate, high, shocking, obscene,","Milk and Honey subject, graphic, poetic, excited, disappointed, explicit, appropriate, high, shocking, obscene,",https://www.amazon.com/Milk-Honey-Rupi-Kaur/dp/144947425X/ref=sr_1_19?qid=1639357431&s=books&sr=1-19,Religion & Spirituality,"Rupi Kaur, ",https://m.media-amazon.com/images/I/615t-ijRW-L._AC_UY218_.jpg
Christmas Fun Mad Libs: Stocking Stuffer Mad Libs,"funny, mad, ancient, amazing, usable, psychiatric, little, hard, strange, good,","Christmas Fun Mad Libs: Stocking Stuffer Mad Libs funny, mad, ancient, amazing, usable, psychiatric, little, hard, strange, good,",https://www.amazon.com/Christmas-Fun-Mad-Libs-Stocking/dp/0843112387/ref=sr_1_20?qid=1639357431&s=books&sr=1-20,Religion & Spirituality,"Roger Price, ",https://m.media-amazon.com/images/I/81LZT7ZWdkL._AC_UY218_.jpg
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),"easy, great, different, accustomed, single, inspirational, lead, popular, broken, glaring,","Jesus Calling: Enjoying Peace in His Presence (with Scripture References) easy, great, different, accustomed, single, inspirational, lead, popular, broken, glaring,",https://www.amazon.com/Jesus-Calling-Enjoying-Peace-Presence/dp/1591451884/ref=sr_1_21?qid=1639357431&s=books&sr=1-21,Religion & Spirituality,"Sarah Young, ",https://m.media-amazon.com/images/I/41M8m7X7SsL._AC_UY218_.jpg
"You are an Amazing Girl: A Collection of Inspiring Stories about Courage, Friendship, Inner Strength and Self-Confidence","bad, appalling, thin, bent, little, emotional, able, young, misogynistic, nice,","You are an Amazing Girl: A Collection of Inspiring Stories about Courage, Friendship, Inner Strength and Self-Confidence bad, appalling, thin, bent, little, emotional, able, young, misogynistic, nice,",https://www.amazon.com/You-are-Amazing-Girl-Self-Confidence/dp/B09LB1QFP6/ref=sr_1_22?qid=1639357431&s=books&sr=1-22,Religion & Spirituality,"Nadia Ross, Special Art Stories, ",https://m.media-amazon.com/images/I/716+LlpqjoL._AC_UY218_.jpg
Can't Hurt Me: Master Your Mind and Defy the Odds,"mental, female, okay, unhealthy, large, likely, real, military, excessive, intense,","Can't Hurt Me: Master Your Mind and Defy the Odds mental, female, okay, unhealthy, large, likely, real, military, excessive, intense,",https://www.amazon.com/Cant-Hurt-Me-David-Goggins-audiobook/dp/B07KKP62FW/ref=sr_1_23?qid=1639357431&s=books&sr=1-23,Religion & Spirituality,"David Goggins, ",https://m.media-amazon.com/images/I/81hwCOQ1F0L._AC_UY218_.jpg
Redeeming Love,"christian, emotional, abused, abusive, disturbing, incredible, male, physical, good, sexual,","Redeeming Love christian, emotional, abused, abusive, disturbing, incredible, male, physical, good, sexual,",https://www.amazon.com/Redeeming-Love-Francine-Rivers/dp/1590525132/ref=sr_1_24?qid=1639357431&s=books&sr=1-24,Religion & Spirituality,"Francine Rivers, ",https://m.media-amazon.com/images/I/81eq72dnfcL._AC_UY218_.jpg
The Jesus Storybook Bible: Every Story Whispers His Name,"actual, new, authoritative, helpful, great, well, disappointed, extra, lovely, perfect,","The Jesus Storybook Bible: Every Story Whispers His Name actual, new, authoritative, helpful, great, well, disappointed, extra, lovely, perfect,",https://www.amazon.com/Jesus-Storybook-Bible-Every-Whispers/dp/0310708257/ref=sr_1_25?qid=1639357431&s=books&sr=1-25,Religion & Spirituality,"Sally Lloyd-Jones, Jago, ",https://m.media-amazon.com/images/I/A1dT9PjBrOL._AC_UY218_.jpg
Christmas in the Manger,"thick, simple, old, cute, disappointed, nice, holy, strong, native, bent,","Christmas in the Manger thick, simple, old, cute, disappointed, nice, holy, strong, native, bent,",https://www.amazon.com/Christmas-Manger-Nola-Buck/dp/0694012270/ref=sr_1_26?qid=1639357431&s=books&sr=1-26,Religion & Spirituality,"Nola Buck, ",https://m.media-amazon.com/images/I/61cnMfKliOL._AC_UY218_.jpg
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers,"lowly, normal, non, faithful, gentle, true, wicked, harsh, direct, narrow,","Gentle and Lowly: The Heart of Christ for Sinners and Sufferers lowly, normal, non, faithful, gentle, true, wicked, harsh, direct, narrow,",https://www.amazon.com/Gentle-Lowly-Christ-Sinners-Sufferers/dp/1433566133/ref=sr_1_27?qid=1639357431&s=books&sr=1-27,Religion & Spirituality,"Dane C. Ortlund, ",https://m.media-amazon.com/images/I/81HoRUqCwOL._AC_UY218_.jpg
